2024-01-05 22:59:44,311,459,310,458,156,354,155,353,42,339,41,338,42,339,41,339,426,210,426,209,285,191,285,189,473,169,474,168,184,53,185,53,
2024-01-05 22:59:44,311,459,310,458,156,354,155,353,43,339,41,338,43,339,41,339,426,210,426,209,285,191,285,189,474,169,474,168,184,53,185,53,
2024-01-05 22:59:45,311,459,310,458,157,354,155,353,43,339,41,338,43,339,41,339,426,210,426,209,285,191,285,189,474,169,474,168,184,53,185,53,
2024-01-05 22:59:45,311,459,310,458,157,354,155,353,43,339,41,338,43,339,41,339,426,210,426,209,285,190,285,189,474,169,474,168,184,52,185,53,
2024-01-05 22:59:46,311,459,310,458,156,353,155,353,43,339,41,338,43,339,41,339,426,210,426,209,285,190,285,189,474,169,474,168,184,53,185,53,
2024-01-05 22:59:46,311,459,310,458,156,353,155,353,43,339,41,338,43,339,41,339,426,210,426,209,285,191,285,189,474,169,474,168,185,53,185,53,
2024-01-05 22:59:47,311,460,310,458,156,353,155,353,42,339,41,338,42,339,41,339,426,210,426,209,285,191,285,189,474,169,474,168,185,53,185,53,
2024-01-05 22:59:47,311,460,310,458,156,353,155,353,42,339,41,338,42,339,41,339,426,210,426,209,285,190,285,189,473,169,474,168,185,53,185,53,
2024-01-05 22:59:48,311,460,310,458,156,352,155,353,46,339,41,338,46,339,41,339,426,210,426,209,284,194,285,189,474,169,474,168,185,53,185,53,
2024-01-05 22:59:56,310,460,310,458,156,352,155,353,47,339,41,338,47,339,41,339,426,210,426,209,284,194,285,189,474,169,474,168,185,53,185,53,
2024-01-05 22:59:57,311,460,310,458,156,352,155,353,47,339,41,338,47,339,41,339,426,210,426,209,284,194,285,189,474,169,474,168,185,53,185,53,
2024-01-05 22:59:57,311,460,310,458,156,352,155,353,46,339,41,338,46,339,41,339,426,210,426,209,283,194,285,189,473,169,474,168,186,53,185,53,
2024-01-05 22:59:58,311,460,310,458,156,351,155,353,46,339,41,338,46,339,41,339,426,210,426,209,284,193,285,189,474,169,474,168,185,53,185,53,
2024-01-05 22:59:58,310,460,310,458,156,351,155,353,46,339,41,338,46,339,41,339,425,210,426,209,284,193,285,189,474,169,474,168,185,54,185,53,
2024-01-05 22:59:59,310,460,310,458,156,351,155,353,47,339,41,338,47,339,41,339,426,210,426,209,284,193,285,189,474,169,474,168,185,53,185,53,
2024-01-05 22:59:59,310,460,310,458,156,351,155,353,47,339,41,338,47,339,41,339,425,210,426,209,284,193,285,189,473,169,474,168,185,53,185,53,
2024-01-05 23:00:00,310,460,310,458,157,351,155,353,47,339,41,338,47,339,41,339,426,210,426,209,284,193,285,189,473,169,474,168,185,53,185,53,
2024-01-05 23:00:00,310,459,310,458,157,351,155,353,47,338,41,338,47,338,41,339,425,210,426,209,284,194,285,189,473,169,474,168,185,54,185,53,
2024-01-05 23:00:01,309,459,310,458,158,352,155,353,426,208,426,209,286,195,285,189,473,168,474,168,187,53,185,53,
2024-01-05 23:00:13,310,455,310,458,158,351,155,353,426,208,426,209,286,194,285,189,474,168,474,168,187,54,185,53,
2024-01-05 23:00:14,310,455,310,458,158,351,155,353,426,208,426,209,287,195,285,189,474,169,474,168,187,54,185,53,
2024-01-05 23:00:14,310,456,310,458,158,351,155,353,426,208,426,209,473,169,474,168,187,54,185,53,
2024-01-05 23:00:15,310,456,310,458,158,351,155,353,426,208,426,209,473,169,474,168,187,54,185,53,
2024-01-05 23:00:15,310,456,310,458,158,351,155,353,426,208,426,209,473,169,474,168,187,54,185,53,
2024-01-05 23:00:16,310,456,310,458,158,351,155,353,426,208,426,209,287,195,285,189,473,169,474,168,187,53,185,53,
2024-01-05 23:00:16,310,457,310,458,158,351,155,353,426,209,426,209,473,169,474,168,187,54,185,53,
2024-01-05 23:00:17,311,456,310,458,158,350,155,353,426,209,426,209,287,195,285,189,473,169,474,168,187,54,185,53,
2024-01-05 23:00:17,311,456,310,458,158,350,155,353,426,209,426,209,286,195,285,189,473,169,474,168,187,53,185,53,
2024-01-05 23:00:18,311,457,310,458,158,350,155,353,426,209,426,209,474,169,474,168,188,54,185,53,
2024-01-05 23:00:18,311,457,310,458,158,350,155,353,426,209,426,209,474,169,474,168,188,54,185,53,
2024-01-05 23:00:19,311,457,310,458,159,350,155,353,426,209,426,209,474,169,474,168,187,54,185,53,
2024-01-05 23:00:19,311,457,310,458,159,350,155,353,426,209,426,209,473,169,474,168,187,54,185,53,
2024-01-05 23:00:20,310,457,310,458,159,350,155,353,426,209,426,209,473,168,474,168,188,54,185,53,
2024-01-05 23:00:20,311,457,310,458,158,350,155,353,427,209,426,209,474,168,474,168,188,54,185,53,
2024-01-05 23:00:21,311,457,310,458,158,350,155,353,427,209,426,209,474,168,474,168,189,54,185,53,
2024-01-05 23:00:22,311,457,310,458,158,351,155,353,427,209,426,209,474,168,474,168,189,54,185,53,
2024-01-05 23:00:22,311,457,310,458,158,351,155,353,427,209,426,209,474,168,474,168,189,54,185,53,
2024-01-05 23:00:23,311,457,310,458,158,351,155,353,427,209,426,209,474,168,474,168,189,54,185,53,
2024-01-05 23:00:23,311,457,310,458,158,351,155,353,427,209,426,209,474,168,474,168,189,54,185,53,
2024-01-05 23:00:24,311,456,310,458,158,351,155,353,427,209,426,209,474,169,474,168,189,55,185,53,
2024-01-05 23:00:24,311,456,310,458,158,351,155,353,427,209,426,209,473,169,474,168,189,55,185,53,
2024-01-05 23:00:25,311,456,310,458,158,351,155,353,427,210,426,209,473,169,474,168,189,55,185,53,
2024-01-05 23:00:25,310,456,310,458,158,352,155,353,427,210,426,209,287,195,285,189,473,169,474,168,190,55,185,53,
2024-01-05 23:00:26,310,456,310,458,158,352,155,353,428,210,426,209,287,195,285,189,473,169,474,168,190,55,185,53,
2024-01-05 23:00:26,310,456,310,458,158,352,155,353,428,210,426,209,473,169,474,168,189,55,185,53,
2024-01-05 23:00:27,310,456,310,458,158,351,155,353,427,210,426,209,473,169,474,168,189,55,185,53,
2024-01-05 23:00:27,310,456,310,458,158,351,155,353,427,210,426,209,473,169,474,168,189,55,185,53,
2024-01-05 23:00:28,310,456,310,458,158,351,155,353,427,210,426,209,473,169,474,168,189,55,185,53,
2024-01-05 23:00:28,310,456,310,458,158,351,155,353,427,209,426,209,473,169,474,168,190,55,185,53,
2024-01-05 23:00:29,310,456,310,458,159,351,155,353,428,209,426,209,473,169,474,168,190,55,185,53,
2024-01-05 23:00:29,310,456,310,458,158,351,155,353,428,210,426,209,473,169,474,168,190,55,185,53,
2024-01-05 23:00:30,310,455,310,458,158,351,155,353,427,210,426,209,473,169,474,168,191,55,185,53,
2024-01-05 23:00:30,310,455,310,458,158,352,155,353,428,210,426,209,474,169,474,168,191,55,185,53,
2024-01-05 23:00:31,310,455,310,458,158,352,155,353,428,210,426,209,474,169,474,168,191,55,185,53,
2024-01-05 23:00:31,310,455,310,458,158,352,155,353,427,210,426,209,473,169,474,168,190,54,185,53,
2024-01-05 23:00:32,310,455,310,458,158,352,155,353,427,210,426,209,473,169,474,168,190,54,185,53,
2024-01-05 23:00:32,310,455,310,458,158,352,155,353,427,209,426,209,473,169,474,168,190,55,185,53,
2024-01-05 23:00:33,310,455,310,458,158,352,155,353,428,209,426,209,473,169,474,168,190,55,185,53,
2024-01-05 23:00:33,310,455,310,458,158,352,155,353,428,209,426,209,473,169,474,168,190,55,185,53,
2024-01-05 23:00:34,310,455,310,458,158,352,155,353,428,209,426,209,473,169,474,168,190,55,185,53,
2024-01-05 23:00:34,310,455,310,458,158,352,155,353,428,209,426,209,473,169,474,168,190,55,185,53,
